x,y,z,label,text_snippet
11.009748,1.6487815,-0.9139683,joy,i feel like im doing something slightly productive...
-0.7154874,4.0331535,2.8584368,joy,i feel i must apologise as i was a little giggly t...
4.2515965,6.276284,-2.1494162,joy,im living alone while waiting for my license test ...
7.8999605,2.4197786,0.6292691,love,i feel loving me no one but i will be fighting for...
17.049623,-3.9587176,2.0020895,joy,i really want to share the chance for you to win t...
-10.509182,-4.3374357,-0.7755739,anger,i feel so frustrated but i cant tell them i am...
10.628384,5.703286,1.4967296,joy,i feel is truthful the fun always lies in having a...
15.583613,-8.878858,2.1076005,joy,i just feel so amazingly appreciative of my lj fri...
16.4132,-0.38361406,-1.2329224,joy,i feel that the session was useful and gave me too...
7.9850206,5.015867,-1.0905463,love,i still didnt start feeling contractions but it wa...
-5.1014667,1.2416185,-1.5113815,sadness,i read of my friends good news and have an unexpla...
-7.9267893,2.2750378,-0.043106835,sadness,i go out with friends but it feels inadequate...
-0.49751976,5.1434298,0.09775582,sadness,i did not feel like an intruder or at least as an ...
13.039895,-1.2351888,0.15786377,joy,i came home last night from a charity man auction ...
-11.225281,-1.7073524,0.07394965,sadness,i ask myself i think about it myself i feel unhapp...
16.10568,-5.543143,0.104121566,love,i feel tender cool and relax after enjoying these ...
-7.7143054,-1.34172,0.56086767,joy,i could only describe as feeling like there s some...
-4.1868577,3.9130218,3.31425,anger,i no raphael says grasping for his usual eloquence...
4.439333,5.01162,1.7462137,joy,i understand that this is a time when belts must b...
4.312446,4.3682747,-0.10597571,love,i did feel sympathy for him and liked him more by ...
14.873114,-3.3590102,2.6654124,joy,i feel delighted to be a part of the so celebrated...
-10.135316,-5.3142953,-1.3974845,anger,i just feel so fucked up these days...
15.446531,-10.369707,2.0632212,joy,i had the most amazing run this morning and im fee...
-10.815643,-3.8857734,4.671166,anger,i mean that it feels to me that she feels that eve...
-9.948357,-1.179887,1.4223201,sadness,i understand the logic of having a student congres...
-5.805061,0.982303,5.0982847,sadness,i personally feel that every rapist should be puni...
-9.568704,-5.3822494,-2.7294762,sadness,i feel really devastated and i feel like i can t b...
14.57446,0.7051775,-0.040320106,joy,i grin and kiss my way down his body the same way ...
16.328503,-5.9795985,0.74061257,joy,i feel invigorated and energized and ready to go o...
7.002371,0.27196312,1.8025335,love,i love to add just a little milk and when i m feel...
-7.891847,1.1218287,1.7119474,fear,i try to hold my tongue try to see it from his poi...
14.232383,-1.4522003,-0.98552895,joy,i will feel triumphant...
-9.073766,-0.94076514,-0.5435351,sadness,i used to want to get married so i feel a little h...
16.789053,-6.6455793,-1.5198174,joy,ive found it im feeling pretty pumped...
-7.7360816,-1.7921634,-5.314876,sadness,i feel is still really low in my abdomen...
13.40823,2.2569704,0.3618357,surprise,i am feeling insatiably curious and i want to read...
4.2968,0.63939494,-1.9219131,fear,i am grateful that i no longer feel a frantic urge...
-3.9517863,1.2232287,1.3556085,anger,i am not angry at him i kindda let my negative fee...
-10.505411,-3.7351413,-3.506577,sadness,ive been feeling kinda crappy the last couple days...
10.778775,-4.6664257,1.9674085,sadness,i bought the most expensive pair of shoes ive ever...
-10.476542,-5.75501,-0.07516389,anger,i just feel sooooooooooo fucked up at this moment...
9.601347,2.602841,1.9024161,joy,i make a big deal out of yours i d like you to at ...
-4.5844665,2.0656178,0.81686294,fear,i left the talk feeling nervous that we had taken ...
16.940172,0.31809548,0.30698985,joy,i feel that every step in my plan has been taken w...
-2.7915816,4.1618805,1.3842896,anger,i can control is me and if people feel that i wron...
14.2240095,0.35126102,-3.205215,joy,i was feeling very mellow and it had certainly tak...
-9.06319,-1.8594875,1.2339764,joy,i did not sleep better my food did not taste bette...
-10.953639,-3.9599483,-1.7575692,sadness,i was experiencing a ton of pain in my leg muscles...
-0.5287965,7.146436,-0.5167965,joy,i have faith but don t feel convinced that its if ...
-0.4640504,0.033954628,2.5341394,anger,i feel so disgusted with myself she allows me to s...
15.343117,-1.2724453,-1.339454,joy,ive done all my usual workouts and so i feel confi...
1.94259,6.325207,3.0860693,joy,i don t think that i have to feel entirely wonderf...
-10.028072,0.21466191,0.8269696,joy,i feel like ive been held back a lot this summer w...
5.998543,1.9173052,0.92603046,joy,i should feel blessed to have but what about me ca...
-9.402038,-3.6056561,1.5419012,anger,i feel that we are heading for an abyss that has b...
3.9361851,1.1075124,-3.9411511,joy,i dont know how and i dont know why but i feel as ...
-3.5990655,-0.26528332,0.020458069,sadness,i feel sorry for those that can t eat mangoes amp ...
-8.776424,-1.861496,5.3141775,sadness,i fell for it big time and feel appropriately sham...
13.5318365,-0.17668761,1.7247767,joy,i feel very amused at that pic...
-2.2965686,3.4505167,-0.4980685,anger,im not feeling obnoxious with myself anymore...
-6.135019,-1.2490324,-2.9910192,anger,i don t feel like i have a cold i just feel sick...
2.5891228,4.3165317,-2.3343732,joy,i feel like its resolved whereas before there was ...
-2.3678107,-0.31710684,1.0467216,anger,i feel jealous of everyone who has the chance to m...
-3.0405035,3.1424398,1.435555,joy,i feel it is not a talented precisely i need a tig...
-8.194308,1.6490555,3.0629735,anger,i feel like im being petty about this...
-6.5932055,1.2142987,-4.0419307,sadness,im feeling a little regretful but itll pass becaus...
-8.589929,-2.626414,-2.6849174,sadness,i miss my friends amp feel neglectful...
3.1270015,1.6473644,-6.0952153,joy,im feeling fine just a bit nauseous and extremely ...
-11.592749,-3.3334384,1.5317352,anger,i realised something was wrong when i started to f...
-0.3809207,1.311162,0.12560154,sadness,i believe in luck and when luck is not on my side ...
-7.330709,-2.4839735,-1.0767668,joy,i didnt feel glamorous at all...
15.818526,-4.3836827,0.7552552,fear,i really like it a lot and think its a great fit f...
-6.766087,2.276649,-2.4127176,fear,i woke up feeling distressed instead of rested and...
-8.928207,-0.48706546,-4.8008623,sadness,im feeling lethargic these days hence the long hia...
8.907543,2.9307475,-0.5279639,joy,i feel like its the perfect time to enlist some ex...
-5.6445127,2.3041012,3.4173982,joy,i am feeling like i need to add this photo to my i...
-6.5101695,3.9540694,2.8744607,anger,i didn t feel like i was being bitchy at the time ...
2.2362895,5.2407265,2.3527794,fear,i feel we should not be threatened by the idea of ...
-2.954111,4.711842,3.3787854,love,i cant totally defend her the woman wanted to be f...
-6.9316106,-1.3441408,-0.8605101,anger,im sure you know the feeling of cant be bothered i...
-5.1846843,3.8731866,-2.0114014,fear,i wish i knew how he was really feeling aside from...
-6.9320235,4.2410808,2.1323779,anger,im sure that each person has their own complex set...
-1.7161907,3.8749819,0.01899209,joy,i know the feeling will fade away in a day or two ...
-8.839926,-1.6725895,-0.5532189,fear,i can only guess that the boys are feeling shy whe...
-6.3373632,0.46601155,1.1493666,sadness,i feel so unimportant to all of them they all have...
-9.643061,-5.063868,-0.15403041,sadness,i am feeling mega pathetic and clingy todayyy...
15.360106,0.22543955,-1.768291,joy,i feel more optimistic about pakistan for now...
-1.8539224,5.643887,0.35087225,joy,i leave feeling challenged and eager to study the ...
16.2284,-7.0741925,-0.12575616,joy,i feel like ecstatic i feel joy i feel love and pa...
-8.12035,0.99744105,2.6154337,joy,i feel like pulling a paige from charmed just dont...
-5.017679,2.286462,-1.4721495,fear,i know at least one other person besides myself wa...
-8.896332,2.217587,3.483189,sadness,i feel like when i entered my relationship with mi...
11.638435,2.2738392,-0.1574416,sadness,i feel like its a lifestyle change i could genuine...
16.184843,-6.5171127,-1.9970272,joy,im feeling happy and well...
-9.673396,-3.5941079,-3.0155888,fear,i was feeling really emotionally distraught and un...
-8.175969,2.0053701,2.3133383,anger,im in the car with my roommate and her family i fe...
-10.24938,-3.3354297,4.585641,anger,i feel insulted that i was the victim in this tria...
-6.675641,2.986007,1.0303823,joy,i feel the less successful pieces were my two fron...
-8.991832,0.72321355,3.2975082,anger,i dont know if he ever cheated on me but it does l...
14.112569,-0.855799,1.0613135,fear,i enjoy feedback and love comments on my posts so ...
-10.819241,-1.7012126,3.844615,anger,i am feeling manipulkated and wronged by my son an...
-6.624501,3.1816888,-0.15551606,joy,im feeling cautiously optimistic about the directi...
13.377927,1.9810647,-1.9209077,joy,i created a new profile before and i feel ok cuz i...
-6.048353,3.670857,1.490952,surprise,i would feel weird having my dads hand on my stoma...
-3.8643746,4.6358175,-2.3200617,surprise,i did feel my heart rate increase after the baths ...
-9.1969795,1.1923853,1.9710007,sadness,i highly doubt we would see a young jean and scott...
3.4819806,10.451361,-0.4295872,anger,at school...
-10.443452,-5.5600433,-0.4546295,sadness,i alive i feel so defeated with this issue...
15.802389,-3.296125,-3.479406,joy,i m feeling very much relax and calm...
-8.790989,-1.3167069,-2.6080766,love,i feel a longing for i have no idea what if it was...
15.46082,-2.792735,0.5484716,joy,im feeling brave today so here goes...
-9.211061,-3.6819346,-2.6551929,fear,i just feel terrified like im on the edge of a pre...
-9.696687,-1.1094267,2.5691764,sadness,i feel like i hated them when we argue...
7.735952,4.4509864,-0.10446469,joy,i feel you i dont believ in you but i keep my fait...
-9.973737,-4.641116,-0.24799034,sadness,i feel pathetic at times because...
-10.309708,-2.5673344,-0.5863828,sadness,i feel sad for that after all...
-9.545257,-3.6888623,-4.8349113,fear,i am feeling pretty shaky and sad...
15.077184,-4.282182,-0.16326748,fear,i feel like ive entered some weird universe and i ...
-10.818216,-2.338927,-0.3777827,sadness,i then feel like a hopeless case beside them...
11.624006,2.4758685,-0.8528369,joy,i even feel like im learning something while being...
-6.302251,3.4695265,-0.8712264,sadness,i witness what i feel helpless to change i take up...
-7.6317225,-1.9897151,-4.814103,fear,im frightened and feeling paranoid...
14.302386,-5.5115113,-1.0283922,joy,ill be honest i feel almost as relieved now as i d...
-7.6780634,-1.805022,0.6166027,joy,i feel them gnawing out holes all throughout my fl...
10.819718,-2.669024,-0.86451685,anger,ive been cleaning the apartment trying to get life...
-7.8839507,-5.17014,-3.6458025,sadness,i feel completely drained physically and mentally ...
15.745137,-4.1792746,-0.08810718,joy,i have thankful for being able to feel thankful af...
-9.059532,-3.9924572,-1.6613857,anger,i feel extremely mind fucked...
15.5611,-5.3882403,-0.81551087,joy,i feel joyful and carefree...
-3.9909546,1.6737758,-1.3940052,joy,i feel like i should be more appreciative but im s...
-8.420652,-2.7834568,1.2003202,joy,i get depressed when i feel that i am not talented...
15.491889,-1.5077941,1.0612416,love,i feel as though my capacity to love others to sho...
14.74765,-4.096523,-0.22943923,love,i hope youre all feeling very fond of me by now...
17.030016,-7.117552,2.8542593,joy,i feel so honoured to receive this from krista kno...
-6.5322437,1.7898132,2.125737,joy,i still think that shes being insensitive with my ...
-8.302589,-0.50822973,-1.413959,joy,i feel like i am not special...
-1.6185253,1.0823839,-2.9522064,anger,i feel like im in a whirlwind and the next im tryi...
-8.637139,-0.31452248,2.576739,fear,i do not believe guns are the solution to feeling ...
16.824816,-2.0671277,0.048490334,joy,i met new friends rachel benedict and all feel mor...
3.161861,1.8992692,-0.9121839,joy,i feel the absence of my herbs especially when i a...
-7.336197,0.63608295,4.101605,sadness,i can insist and insist that i am a mother but i f...
15.146157,-1.8018961,0.73217213,surprise,i heard a song on the radio yesterday that just ma...
4.8480062,1.4599668,0.7412606,joy,i am feeling quite smug...
7.572587,1.0893009,2.6738765,sadness,i am feeling rather vain today because my hair loo...
-9.404114,-0.3517232,1.3270855,fear,i find myself feeling agitated because of how what...
1.6462725,0.82257134,-3.8318946,fear,i make the trip i feel a strange combination of ex...
0.5287966,5.0347915,-4.543971,love,i think i m still feeling tender...
4.190039,10.197931,-1.0219393,joy,when i knew about my first job...
-11.327228,-4.7064996,0.17965911,anger,i feel so mad i feel so angry i feel so callous so...
15.63429,-1.2408795,0.5184574,love,i feel that sweet pang and a desire for adventure ...
-8.304788,-0.6112061,-0.17054285,sadness,i just busy myself with other stuffs but never wit...
-9.633041,-4.047206,0.84018993,sadness,i feel so humiliated at failing to achieve what i ...
-6.6109834,3.020884,4.7275763,anger,i was nannying my kids could definitely snark back...
2.1006773,0.17350222,-1.221056,sadness,i cross the finish line i want to feel exhausted a...
-6.289685,1.6290746,5.1977673,anger,i say to that because she definitely has a right t...
11.054147,4.6064935,-3.4215684,fear,i have a feeling she will sleep through the night ...
18.200308,-4.2000804,2.1237338,joy,i was and am feeling honored to shoot for ffayths ...
7.911831,0.60079944,0.095138595,joy,i dont know why i feel joyful that people went to ...
13.113303,2.784061,0.06613331,anger,i think i am feeling a little rebellious as i am g...
-8.289674,-0.3782106,-0.7485071,fear,im also feeling pretty paranoid a lot and no i don...
14.939259,-2.918664,1.6903598,joy,i feel like copying the handsome boy say yay so fu...
-7.414243,0.1934887,1.8828888,sadness,i did feel bad because its bagel day and i acciden...
0.91910756,7.108735,-1.4191216,anger,i suggested greys and blues with warm tones as the...
6.576451,0.7486488,0.4441654,anger,i don t know why i am feeling so sarcastic tonight...
16.751732,-7.7847424,0.9377118,joy,i hope that you feeling fine well i wanna say happ...
-9.301496,-1.1938049,-0.29064688,fear,i remind myself or am reminded of my passions and ...
-6.85748,0.20796405,0.8332,anger,i did this especially feels strongly at the moment...
-10.013175,-2.7929053,0.2742234,fear,i feel so weird that it feels like i wanna curse e...
-10.001698,-2.5750053,1.980081,sadness,i feel sorry for those who taps and feeds from oth...
12.851966,0.2067428,-0.2115753,joy,i wasnt sure companies would be hiring this time o...
9.899963,2.3928692,-4.188076,joy,i would feel better...
-9.521346,-2.9214098,-1.6989758,sadness,im feeling a little discouraged as i realize its g...
-9.442382,-3.0234933,-1.394446,anger,i got a stitch in my side during the first mile co...
14.090039,-0.95851636,1.307666,joy,i should probably mention so that you aren t feeli...
-4.748458,3.9799657,4.3569064,sadness,i feel like my songs are pretty lame and elementar...
-8.344395,-1.3207483,-2.2736661,fear,i think im just being stupid feeling nervous...
2.2760653,4.376247,1.8094065,sadness,i feel could have been left out entirely they smac...
-4.2090125,4.9790583,-0.054974023,sadness,i feel it looks abit dull and i am going to match ...
-4.9823456,3.2836719,2.0725048,joy,i lie to myself to feel like i am trusting but the...
-3.5633788,1.9560095,1.1515939,sadness,i felt this was my next step and i dont want to be...
16.660225,-8.298284,2.2889664,love,i feel so immensely blessed that i was chosen to b...
13.744215,-3.996249,0.4349635,joy,i finally get it right i feel happily smug and rel...
-10.468287,-1.0407816,5.4722915,sadness,i was feeling abused humiliated and insulted by a ...
-10.477082,-4.6200643,1.9827924,anger,i feel annoyed at the fact that i m three weeks ou...
-6.3175607,1.7297064,-2.6408436,fear,im having my biannual mammogram and although i kno...
-10.869487,-3.5657701,2.073633,anger,i was building with angie i m feeling profoundly b...
10.948723,2.053087,1.4683481,joy,im desperately trying to stay away from black so i...
-7.5111895,-0.020050239,0.06917547,fear,i sobbed and cried to him feeling quite vulnerable...
-5.8887043,5.672228,1.4027239,love,i got the feeling he wasn t saying this to string ...
16.502241,-5.3489943,0.6903177,joy,i am really enjoying doing tai chi with a weapon i...
14.5921545,-3.3277264,-0.06976877,joy,i hope you enjoy reading and please feel free to l...
-8.130356,-2.2171009,-0.8695815,sadness,i am now feeling the onset of an unpleasant sort o...
-2.228917,4.049049,-1.312576,sadness,i miss it when i feel no one person who ignored me...
-11.193349,-4.8493342,-4.2016554,fear,im left with today is feeling anxious and sad and ...
-9.1074095,0.6835959,1.4716423,sadness,when my elders do not understand me in the right w...
14.555665,-0.9558991,-0.14506482,surprise,i feel curious about this one i think i might fall...
-7.2024226,1.0448756,2.3273335,joy,i wish i could feel more assured of myself my deci...
15.835056,0.5245933,-0.4279049,joy,i surround myself with bible verses that help me t...
11.098293,3.4859679,-0.61229545,love,i feel like one of those devoted fans who follows ...
-6.8900094,2.0607908,-1.560638,love,i miss the feeling of someone actually caring abou...
17.130768,-6.3813934,0.06023509,joy,im working on a new project and i feel so producti...
-9.104441,-3.6223667,-2.192048,joy,i hate feeling like im not strong...
-10.507414,-3.5938718,3.119489,sadness,i feel like it was pathetic myself hellip hellip e...
-10.049516,-4.6553507,2.4563737,anger,im sure this silly little blog is ridiculous but s...
-8.185939,-0.5926471,4.2740464,sadness,i felt humiliated and belittled me because it keye...
11.191115,2.5767534,-1.0563377,sadness,i started to open up about it i started to feel mo...
-3.720287,4.7176166,-0.27822262,anger,i told her that we cannot continue this way and wh...
13.762296,-6.4654193,0.24579372,joy,i suddenly feel a lot smarter and more talented th...
-10.887712,-3.736705,3.1716948,sadness,i have this nasty feeling that i am being an ungra...
16.83077,-2.6371744,0.8589944,joy,i am feeling very generous this month so i have de...
16.604095,-8.959849,0.5769919,joy,i am feeling terrific at the moment...
9.900269,3.7356415,1.1838751,surprise,im more attracted to him because i feel that he kn...
-9.599818,-0.30426392,2.5768604,sadness,i started to drape the ties on and get a feel for ...
-10.804829,-4.248747,0.81161386,anger,id kick myself into gear but i just feel irritable...
-0.9239209,5.019472,1.1842861,joy,i feel way when meet again i ll ask you re doing a...
13.766917,-1.741287,-2.8667028,joy,i feel like im actually doing somewhat well with i...
13.313713,-6.754914,-1.0942954,joy,i cant quite believe it but i feel more lively and...
-10.063105,-4.634002,1.0832781,sadness,i feel so terribly that i have ignored her sweet e...
-10.603525,-1.6841372,3.2801008,anger,i feel that the life issue and posts like this one...
14.75452,-4.2152166,-1.594938,joy,i feel pretty good about that...
-1.3770318,-0.06092328,-2.4214299,joy,im feeling generous and yesterday was my year tpt ...
-2.4602938,7.1197243,-0.52562016,fear,i feel when they are distressed in the night is pe...
-8.85502,-2.9922428,-3.3867247,sadness,i feel broke inside but i wont admit cause its you...
9.458954,4.277699,1.86281,joy,im just saying that if i did they would make me fe...
-4.017727,-1.6786144,0.035787314,fear,i feel tortured by this thought but it feels so tr...
-7.5937705,1.5300188,-1.4791243,fear,i wonder if she can pick up the stress im feeling ...
12.144628,4.4378133,-1.719523,love,i and was feeling nostalgic about that time in the...
14.813144,-4.1945534,1.7642347,surprise,i am feeling overwhelmed with the responsibilities...
-8.503986,1.8721799,1.7800424,sadness,i trained my heart and mind to receive and believe...
-9.513368,-0.79050785,0.3092432,sadness,i feel such morose sentiments floating around my b...
-9.671747,-2.2515633,-2.7506256,love,i overslept and the hangover kicked in mid morning...
-7.937167,1.9463499,-1.7705768,sadness,i do however feel a lot more isolated and distant ...
-8.159754,1.4332236,-4.3149743,anger,i know that i still feel kind of agitated but i al...
15.9986105,-6.025311,-1.8257775,joy,i feel more happiness and are more peaceful...
-6.1747713,3.1965978,-6.108531,surprise,i started feeling a bit strange...
-1.0436804,-1.9649159,2.1038609,sadness,i feel like i missed my calling id be a damn good ...
-10.613766,-1.410933,1.7334634,anger,i feel like offended with such question...
-6.8897977,-0.28234679,-2.435664,fear,i am if i go back to the hostel for a break i feel...
-7.0944414,-2.8596117,-0.032134466,sadness,i feel foolish for all these long runs and extra m...
-8.932517,-2.46738,-0.50973463,sadness,i feel like a deprived kid...
-7.7090354,-2.661544,-1.004161,surprise,i feel shocked have i become that old...
15.55929,-5.5287333,0.82687277,joy,i hear your still cool several times a day and it ...
-6.3156304,0.41782776,-4.9475465,anger,i was feeling a little like a cold was coming on...
14.198187,1.0730287,0.7886738,joy,i feel that this is an acceptable compromise for a...
-9.586881,-2.1567616,1.5008076,love,i would rather take my chances on keeping my heart...
-9.7692,-2.3538156,0.9083448,fear,i feel helpless as her mother i should be able to ...
-3.163917,6.3485656,1.0067765,joy,i feel nevertheless not convinced which g is the b...
-10.853628,-2.2091382,2.8730874,sadness,i told you how i felt and you treated me bad you m...
7.4675717,2.3694088,0.9995859,surprise,i still feel so amazed knowing i stood right in fr...
16.105309,-8.701887,2.7596424,joy,i feel so privileged to share that love with five ...
10.227047,5.9448185,0.37729117,joy,i gave them a little something out of my paypal st...
-9.841556,0.42224002,2.8236742,joy,i feel like the image is compromised and immediate...
6.8156967,3.7250223,-0.45929185,joy,i need to feel personally valued...
-8.528508,-4.7911234,-2.18095,sadness,i just feel totally devastated...
-10.4215355,-2.8212433,3.4975402,anger,i just wanted to apologize to you because i feel l...
14.304245,0.5349534,-3.8870633,joy,i am feeling fine i take suppliments for health...
5.52288,5.4821258,1.0869081,anger,i not feel resentful for always putting out more e...
-5.095135,-1.797328,-0.94674355,fear,i hope to god it is a false reading because i feel...
-3.391564,3.5605445,-1.5837847,sadness,i was feeling listless from the need of new things...
-4.7218213,-0.081458144,-5.382435,surprise,im feeling overwhelmed...
-10.489421,-4.979745,-1.2952536,sadness,i feel like i cant handle this deployment or that ...
-8.120051,-0.39447832,-2.4621317,sadness,i was feeling a bit lonely because poor henrietta ...
16.112225,-0.8156646,-1.754076,joy,i seem to remember feeling very contented...
-9.718467,-3.676438,-2.9157467,sadness,i was sick of feeling so lethargic all the time...
1.2594892,-1.0094111,1.8463924,joy,i feel a little like tom daley who was rightly ecs...
15.488553,-7.090382,1.0951387,joy,i mean great food that holds wonderful memories an...
-9.747305,-0.4119491,1.7193917,sadness,i feel unwelcome when i am with her...
-2.3780131,3.20727,-3.422712,joy,i don t feel so fearless...
14.579975,-4.691046,2.2252827,joy,i love the most about them is the slight cat eye s...
-10.594066,-5.669726,-0.2568844,sadness,i just want to stop feeling so shitty i feel terri...
9.992264,6.380884,0.4179057,joy,my girlfriend sent me a letter with a shiny pictur...
13.513465,1.567111,-1.0619253,joy,i said earlier our bodies have gotten used to the ...
-5.715709,5.3985,2.4427712,fear,im being particular but id feel uncomfortable even...
2.287627,5.297567,-0.9338844,joy,im feeling rather mellow id like to point out that...
-8.269052,0.035929516,-5.667143,surprise,im feeling a little overwhelmed here recently...
-9.860175,-2.6000605,3.3992047,anger,i kept feeling enraged that she was in too...
4.026389,-1.0183647,2.1803405,joy,i feel like prom dresses this gorgeous did not exi...
-11.493207,-4.3700047,2.5269258,sadness,i feel quite disturbed about the whole thing and t...
13.9221115,1.9828916,3.688497,joy,i feel that everyone has the ability to be artisti...
14.388342,-1.6939642,0.4841286,joy,i get to feel all virtuous when i do something lik...
-8.225204,-0.6241853,-0.66069746,fear,i am beginning to feel startled by how little of l...
-8.006229,2.7853928,1.6739945,love,i started out feeling sympathetic towards him beca...
-8.456598,-0.6989841,-5.7239637,fear,i have been feeling restless and not quite grounde...
10.474685,6.037358,0.39026198,love,i feel like im supporting myself and doing ok on m...
17.604671,-7.105934,0.13075691,joy,i am feeling hopeful excited and very much being m...
8.718521,7.857826,1.9061731,joy,i feel it is vital that a rlsh gimmick needs to be...
15.082567,-0.19902064,-1.1229402,love,i got a handle on the story and it actually starte...
-9.796149,-2.132675,-3.5147297,sadness,i will feel the sadness when i am more troubled...
-8.5774145,0.8541245,4.226442,anger,i understand that you may feel that it is very rud...
-5.8523016,3.6966,0.10818287,love,i feel longing in myself or see it in others it ri...
-9.474749,-3.4114838,1.2399269,anger,i bet you are feeling really mad and hurt...
3.2857976,5.736541,-1.3708047,anger,id actually been feeling less hostile towards ms t...
1.337129,3.771629,-1.7332354,sadness,i find myself feeling sentimental pretty much ever...
-8.484982,0.45133573,-0.09477979,anger,i feel like i should be more bothered by this topi...
-1.8346454,3.0828807,-4.368447,anger,i like to pray a decade whenever im feeling stress...
-6.7806845,-0.42420027,3.0447927,joy,i have an uneasy feeling about the stupidly talent...
-7.9315815,-0.2947215,-2.5005782,joy,i feel as if i havent been very productive over th...
0.25305665,-0.17561454,0.38563362,sadness,i was feeling the shake shack love this day i gues...
-7.8627133,-1.816424,1.8441002,sadness,i reflect back on all the beer i drank i feel sham...
15.205383,-1.2493812,-2.2510326,fear,i could feel its warmth in the strange stillness a...
7.8466206,0.5494789,-1.4100963,sadness,i dont want to sound cocky or full of myself but a...
1.5796762,5.40529,-2.6170218,fear,i continued on my way despite feeling a bit strang...
-6.675722,1.6181146,-5.278457,sadness,im feeling a little stressed about it...
-5.61396,2.4601529,1.5701555,sadness,i came out of the movie feeling like i had a bunch...
14.913129,-2.729525,-0.8873911,love,i was feeling nostalgic and celebratory...
15.798902,-4.703361,0.08629817,joy,i walked away from that encounter feeling blessed ...
-9.424672,-1.0323578,4.4807453,anger,i am not hausa but i feel offended especially as t...
14.0517235,-6.4459853,-0.9719495,joy,i feel that im much more productive i get less dis...
-4.6691175,1.6295027,-1.3590838,sadness,i am feeling very inadequate about how to share my...
-9.259105,0.2988233,-4.5331445,fear,i had a strange dream last night and woke up today...
-7.5101113,2.4369488,-2.3633478,fear,i started feeling nervous thinking about how id pl...
-0.20791295,3.500311,2.0590732,surprise,i feel surprised by my reaction because as a young...
5.100626,4.9377923,0.5693657,joy,i feel derp and innocent because we go there by lr...
-7.9585967,0.7564676,4.157852,fear,i feel bashful discussing it i m a closet gamer if...
12.218423,0.05034843,0.8801719,sadness,i love the idea of the white blouse under the jump...
-6.751341,-1.3622533,-0.7605545,joy,i am not in general feeling particularly virtuous ...
1.8866172,-2.8062298,2.7370908,sadness,i feel stupid and contagious here we are now enter...
-5.206432,1.8126607,0.61858857,fear,i think people reject their feelings because they ...
13.948004,-6.661174,0.4945803,joy,im so overwhelmed with feeling blessed by you i ha...
7.6638813,7.7785764,-0.6932508,surprise,i have a curious feeling that benjamin button is t...
8.855968,2.498347,0.724882,joy,i start to daydream about accidentally hitting the...
14.188569,1.3698982,1.7758226,love,i like to feel that is exactly what i do for my be...
16.454044,-7.063965,-0.07166869,joy,i feel wonderful earley said...
12.165623,2.4082274,1.0378523,love,i agree with your original comment about down by t...
-9.369546,-0.037967283,1.408151,anger,i was more annoyed with the info dump because it m...
16.488544,-5.4027357,-0.5041125,love,i am really looking forward to feel like in europe...
9.885139,-3.8831797,2.2181022,fear,i know my best friend thinks i m a legend xd she t...
8.134898,4.234011,-0.06677011,joy,i need to feel like my time is valuable...
-1.6973372,-1.2399323,-1.2595342,sadness,im hoping theyll like this new draft better this t...
-9.326655,-1.2368128,2.389451,sadness,i feel i need to be punished...
-10.7097645,-4.352397,-2.565274,fear,i spent my vacation from school feeling confused a...
-7.9948063,-1.5603836,0.7667859,joy,ive had little movie star tears come down but the ...
-9.447885,-1.8258346,-0.02334278,sadness,i feel bad about being depressed because theres st...
-8.785461,-0.44038293,0.16991997,anger,im most afraid of i already feel slightly out of p...
-9.622929,-3.731722,0.79220206,sadness,i feel dull and tired and blah about this school s...
-7.2387414,1.4968983,-3.2873917,anger,i feel frustrated or impatient...
-10.459279,-6.4917293,1.4705646,sadness,i feel like i am so pathetic selfish and unbelieva...
-9.529172,-1.2278517,-1.0611657,fear,i feel paranoid thinking about it just looking out...
-11.252482,-4.246752,3.6749494,anger,i feel like i should be hated and that everything ...
7.1644983,4.870262,1.1788048,joy,i mean i feel that they do need them cos they get ...
1.10236,2.9839232,-3.4452474,fear,i didnt feel terrified...
-1.8431803,0.33092117,1.0107898,joy,i feel a little like a traitor to my beloved oppie...
6.152474,0.47170463,-3.7972794,fear,i feel overwhelmed in a good way...
-8.873899,-0.8815573,1.8804291,joy,i think that for as much as i could feel myself tr...
-1.9196812,0.510712,0.40210438,sadness,i already feel sleep deprived and short on time bu...
-9.461978,-0.81740314,-1.8524071,sadness,i just remember getting in the car and my body fee...
13.41738,-1.0592831,1.6482885,joy,i know i totes feel like a valued and equal person...
16.168722,-8.118559,1.8511181,joy,i feel so blessed just to be her mom...
1.8625023,0.18912582,-2.1116319,joy,i feel relieved get a job but i cant lie i feel my...
15.1084795,-3.8620825,-0.18327521,joy,i finished sailing i would feel so invigorated...
1.0138252,6.5686736,-2.2160633,sadness,i guess a lot of her is pretty high even though i ...
-10.134551,-3.7622554,-1.7438068,sadness,i lost my power feeling lethargic headachie tired ...
8.62487,2.7338102,0.075193845,sadness,i feel like we broke the mold at least to some deg...
-10.31646,-5.743416,-0.90176046,sadness,im feeling a bit pathetic today i cant stop crying...
16.427345,-4.785811,-0.677635,joy,i feel like god has been gracious in answering pra...
-6.682282,1.4214525,-5.05047,fear,i should go to sleep but i m feeling reluctant to ...
-0.32589045,3.2682195,0.70373166,love,i feel all slutty for some reason oh wait i know i...
14.0433,1.4685243,0.07950975,love,i do my yoga i open up feel tender two hours later...
